respid,batch,arm,Y,ipw,state
1647,8.0,5,0.0,9.359218256969745,Neighboring states
1648,8.0,6,1.0,15.17718590194298,Main state
1649,8.0,4,1.0,8.478579474570314,Neighboring states
1650,8.0,10,1.0,3.3645596512393587,Neighboring states
1651,8.0,1,0.0,68.43001983074042,Main state
1652,8.0,5,1.0,9.359218256969745,Neighboring states
1653,8.0,5,0.0,9.359218256969745,Main state
1654,8.0,10,1.0,3.3645596512393587,Neighboring states
1655,8.0,2,1.0,12.5026472441869,Main state
1656,8.0,10,1.0,3.3645596512393587,Neighboring states
1657,8.0,9,1.0,100.0,Main state
1658,8.0,2,1.0,12.5026472441869,Neighboring states
1659,8.0,3,1.0,11.841154536732946,Neighboring states
1660,8.0,4,1.0,8.478579474570314,Main state
1661,8.0,5,0.0,9.359218256969745,Main state
1662,8.0,4,0.0,8.478579474570314,Main state
1663,8.0,7,0.0,6.859248226394384,Main state
1664,8.0,10,1.0,3.3645596512393587,Main state
1665,8.0,2,0.0,12.5026472441869,Neighboring states
1666,8.0,9,1.0,100.0,Neighboring states
1667,8.0,7,0.0,6.859248226394384,Neighboring states
1668,8.0,10,1.0,3.3645596512393587,Neighboring states
1669,8.0,10,0.0,3.3645596512393587,Main state
1670,8.0,7,0.0,6.859248226394384,Neighboring states
1671,8.0,7,0.0,6.859248226394384,Main state
1672,8.0,10,0.0,3.3645596512393587,Main state
1673,8.0,8,1.0,19.864676955758522,Neighboring states
1674,8.0,5,1.0,9.359218256969745,Main state
1675,8.0,6,1.0,15.17718590194298,Main state
1676,8.0,7,1.0,6.859248226394384,Main state
1677,8.0,3,1.0,11.841154536732946,Main state
1678,8.0,2,1.0,12.5026472441869,Main state
1679,8.0,3,1.0,11.841154536732946,Main state
1680,8.0,7,1.0,6.859248226394384,Main state
1681,8.0,10,1.0,3.3645596512393587,Main state
1682,8.0,10,0.0,3.3645596512393587,Neighboring states
1683,8.0,10,1.0,3.3645596512393587,Main state
1684,8.0,5,1.0,9.359218256969745,Main state
1685,8.0,10,1.0,3.3645596512393587,Main state
1686,8.0,7,0.0,6.859248226394384,Main state
1687,8.0,5,1.0,9.359218256969745,Main state
1688,8.0,3,1.0,11.841154536732946,Main state
1689,8.0,2,1.0,12.5026472441869,Main state
1690,8.0,10,1.0,3.3645596512393587,Main state
1691,8.0,5,1.0,9.359218256969745,Main state
1692,8.0,6,1.0,15.17718590194298,Main state
1693,8.0,4,1.0,8.478579474570314,Main state
1694,8.0,7,0.0,6.859248226394384,Main state
1695,8.0,2,1.0,12.5026472441869,Main state
1696,8.0,10,1.0,3.3645596512393587,Neighboring states
1697,8.0,3,1.0,11.841154536732946,Main state
1698,8.0,5,0.0,9.359218256969745,Main state
1699,8.0,2,0.0,12.5026472441869,Main state
1700,8.0,6,1.0,15.17718590194298,Main state
1701,8.0,3,1.0,11.841154536732946,Main state
1702,8.0,10,1.0,3.3645596512393587,Main state
1703,8.0,4,0.0,8.478579474570314,Main state
1704,8.0,1,0.0,68.43001983074042,Main state
1705,8.0,4,0.0,8.478579474570314,Main state
1706,8.0,10,0.0,3.3645596512393587,Main state
1707,8.0,10,0.0,3.3645596512393587,Main state
1708,8.0,4,1.0,8.478579474570314,Main state
1709,8.0,5,1.0,9.359218256969745,Main state
1710,8.0,3,1.0,11.841154536732946,Main state
1711,8.0,10,1.0,3.3645596512393587,Main state
1712,8.0,7,0.0,6.859248226394384,Main state
1713,8.0,10,0.0,3.3645596512393587,Main state
1714,8.0,10,1.0,3.3645596512393587,Main state
1715,8.0,7,0.0,6.859248226394384,Main state
1716,8.0,6,0.0,15.17718590194298,Main state
1717,8.0,7,0.0,6.859248226394384,Main state
1718,8.0,4,1.0,8.478579474570314,Main state
1719,8.0,2,1.0,12.5026472441869,Main state
1720,8.0,5,1.0,9.359218256969745,Main state
1721,8.0,5,0.0,9.359218256969745,Main state
1722,8.0,2,0.0,12.5026472441869,Main state
1723,8.0,5,0.0,9.359218256969745,Main state
1724,8.0,7,1.0,6.859248226394384,Main state
1725,8.0,6,1.0,15.17718590194298,Main state
1726,8.0,2,1.0,12.5026472441869,Main state
1727,8.0,10,1.0,3.3645596512393587,Main state
1728,8.0,2,0.0,12.5026472441869,Main state
1729,8.0,10,1.0,3.3645596512393587,Main state
1730,8.0,7,1.0,6.859248226394384,Main state
1731,8.0,7,0.0,6.859248226394384,Main state
1732,8.0,3,0.0,11.841154536732946,Main state
1733,8.0,6,0.0,15.17718590194298,Main state
1734,8.0,3,0.0,11.841154536732946,Main state
1735,8.0,7,1.0,6.859248226394384,Main state
1736,8.0,6,1.0,15.17718590194298,Main state
1737,8.0,11,0.0,37.13584139206353,Main state
1738,8.0,7,1.0,6.859248226394384,Main state
1739,8.0,8,1.0,19.864676955758522,Main state
1740,8.0,3,0.0,11.841154536732946,Main state
1741,8.0,5,1.0,9.359218256969745,Main state
1742,8.0,2,1.0,12.5026472441869,Main state
1743,8.0,3,0.0,11.841154536732946,Main state
1744,8.0,10,1.0,3.3645596512393587,Main state
1745,8.0,10,1.0,3.3645596512393587,Main state
1746,8.0,10,0.0,3.3645596512393587,Main state
1747,8.0,5,1.0,9.359218256969745,Main state
1748,8.0,11,0.0,37.13584139206353,Main state
1749,8.0,10,0.0,3.3645596512393587,Main state
1750,8.0,2,1.0,12.5026472441869,Main state
1751,8.0,5,1.0,9.359218256969745,Main state
1752,8.0,2,0.0,12.5026472441869,Main state
1753,8.0,2,0.0,12.5026472441869,Main state
1754,8.0,7,0.0,6.859248226394384,Main state
1755,8.0,10,1.0,3.3645596512393587,Main state
1756,8.0,4,0.0,8.478579474570314,Main state
1757,8.0,9,0.0,100.0,Main state
1758,8.0,6,1.0,15.17718590194298,Main state
1759,8.0,10,1.0,3.3645596512393587,Main state
1760,8.0,10,0.0,3.3645596512393587,Main state
1761,8.0,4,1.0,8.478579474570314,Main state
1762,8.0,10,0.0,3.3645596512393587,Main state
1763,8.0,10,1.0,3.3645596512393587,Main state
1764,8.0,5,1.0,9.359218256969745,Main state
1765,8.0,9,1.0,100.0,Main state
1766,9.0,10,1.0,4.761191751506806,Neighboring states
1767,9.0,6,0.0,11.27899557998071,Neighboring states
1768,9.0,5,1.0,7.193072651958057,Neighboring states
1769,9.0,11,1.0,48.00270553752956,Neighboring states
1770,9.0,7,1.0,22.219953444684958,Neighboring states
1771,9.0,4,1.0,6.124225389103239,Neighboring states
1772,9.0,9,1.0,100.0,Neighboring states
1773,9.0,3,0.0,8.911474872840108,Neighboring states
1774,9.0,1,1.0,64.56286998826587,Neighboring states
1775,9.0,2,1.0,7.42106339933169,Neighboring states
1776,9.0,2,1.0,7.42106339933169,Neighboring states
1777,9.0,6,1.0,11.27899557998071,Neighboring states
1778,9.0,4,1.0,6.124225389103239,Neighboring states
1779,9.0,9,0.0,100.0,Neighboring states
1780,9.0,10,1.0,4.761191751506806,Neighboring states
1781,9.0,8,0.0,16.4724047107263,Neighboring states
1782,9.0,11,1.0,48.00270553752956,Neighboring states
1783,9.0,10,1.0,4.761191751506806,Neighboring states
1784,9.0,8,1.0,16.4724047107263,Neighboring states
1785,9.0,8,0.0,16.4724047107263,Neighboring states
1786,9.0,10,1.0,4.761191751506806,Neighboring states
1787,9.0,4,1.0,6.124225389103239,Neighboring states
1788,9.0,4,0.0,6.124225389103239,Neighboring states
1789,9.0,2,1.0,7.42106339933169,Neighboring states
1790,9.0,11,1.0,48.00270553752956,Neighboring states
1791,9.0,4,0.0,6.124225389103239,Neighboring states
1792,9.0,10,1.0,4.761191751506806,Neighboring states
1793,9.0,5,1.0,7.193072651958057,Neighboring states
1794,9.0,2,0.0,7.42106339933169,Neighboring states
1795,9.0,10,1.0,4.761191751506806,Neighboring states
1796,9.0,5,1.0,7.193072651958057,Main state
1797,9.0,3,1.0,8.911474872840108,Neighboring states
1798,9.0,3,0.0,8.911474872840108,Neighboring states
1799,9.0,4,0.0,6.124225389103239,Neighboring states
1800,9.0,4,0.0,6.124225389103239,Neighboring states
1801,9.0,10,1.0,4.761191751506806,Neighboring states
1802,9.0,5,1.0,7.193072651958057,Neighboring states
1803,9.0,2,1.0,7.42106339933169,Neighboring states
1804,9.0,3,1.0,8.911474872840108,Neighboring states
1805,9.0,2,1.0,7.42106339933169,Main state
1806,9.0,3,1.0,8.911474872840108,Neighboring states
1807,9.0,10,0.0,4.761191751506806,Neighboring states
1808,9.0,10,1.0,4.761191751506806,Neighboring states
1809,9.0,5,1.0,7.193072651958057,Neighboring states
1810,9.0,3,1.0,8.911474872840108,Neighboring states
1811,9.0,2,1.0,7.42106339933169,Neighboring states
1812,9.0,10,1.0,4.761191751506806,Neighboring states
1813,9.0,5,1.0,7.193072651958057,Neighboring states
1814,9.0,6,1.0,11.27899557998071,Neighboring states
1815,9.0,4,0.0,6.124225389103239,Neighboring states
1816,9.0,4,1.0,6.124225389103239,Main state
1817,9.0,10,1.0,4.761191751506806,Neighboring states
1818,9.0,10,1.0,4.761191751506806,Main state
1819,9.0,3,1.0,8.911474872840108,Main state
1820,9.0,5,1.0,7.193072651958057,Neighboring states
1821,9.0,5,1.0,7.193072651958057,Neighboring states
1822,9.0,10,0.0,4.761191751506806,Neighboring states
1823,9.0,10,1.0,4.761191751506806,Neighboring states
1824,9.0,8,1.0,16.4724047107263,Neighboring states
1825,9.0,8,1.0,16.4724047107263,Neighboring states
1826,9.0,5,1.0,7.193072651958057,Neighboring states
1827,9.0,10,1.0,4.761191751506806,Main state
1828,9.0,5,1.0,7.193072651958057,Neighboring states
1829,9.0,3,1.0,8.911474872840108,Neighboring states
1830,9.0,4,0.0,6.124225389103239,Neighboring states
1831,9.0,10,0.0,4.761191751506806,Neighboring states
1832,9.0,5,0.0,7.193072651958057,Neighboring states
1833,9.0,2,0.0,7.42106339933169,Neighboring states
1834,9.0,2,1.0,7.42106339933169,Neighboring states
1835,9.0,5,0.0,7.193072651958057,Neighboring states
1836,9.0,10,1.0,4.761191751506806,Neighboring states
1837,9.0,4,1.0,6.124225389103239,Neighboring states
1838,9.0,7,1.0,22.219953444684958,Neighboring states
1839,9.0,4,1.0,6.124225389103239,Main state
1840,9.0,6,0.0,11.27899557998071,Main state
1841,9.0,5,0.0,7.193072651958057,Main state
1842,9.0,2,1.0,7.42106339933169,Neighboring states
1843,9.0,10,1.0,4.761191751506806,Neighboring states
1844,9.0,3,0.0,8.911474872840108,Main state
1845,9.0,5,0.0,7.193072651958057,Main state
1846,9.0,10,0.0,4.761191751506806,Neighboring states
1847,9.0,8,1.0,16.4724047107263,Main state
1848,9.0,3,0.0,8.911474872840108,Main state
1849,9.0,9,1.0,100.0,Neighboring states
1850,9.0,4,1.0,6.124225389103239,Neighboring states
1851,9.0,10,1.0,4.761191751506806,Neighboring states
1852,9.0,6,1.0,11.27899557998071,Neighboring states
1853,9.0,5,1.0,7.193072651958057,Neighboring states
1854,9.0,6,1.0,11.27899557998071,Neighboring states
1855,9.0,10,1.0,4.761191751506806,Neighboring states
1856,9.0,8,0.0,16.4724047107263,Neighboring states
1857,9.0,11,1.0,48.00270553752956,Neighboring states
1858,9.0,4,0.0,6.124225389103239,Main state
1859,9.0,2,1.0,7.42106339933169,Neighboring states
1860,9.0,2,1.0,7.42106339933169,Neighboring states
1861,9.0,4,1.0,6.124225389103239,Neighboring states
1862,9.0,5,1.0,7.193072651958057,Neighboring states
1863,9.0,11,1.0,48.00270553752956,Neighboring states
1864,9.0,4,1.0,6.124225389103239,Neighboring states
1865,9.0,10,0.0,4.761191751506806,Neighboring states
1866,9.0,9,1.0,100.0,Main state
1867,9.0,10,1.0,4.761191751506806,Main state
1868,9.0,2,1.0,7.42106339933169,Neighboring states
1869,9.0,6,1.0,11.27899557998071,Neighboring states
1870,9.0,4,0.0,6.124225389103239,Main state
1871,9.0,4,1.0,6.124225389103239,Main state
1872,9.0,5,1.0,7.193072651958057,Main state
1873,9.0,2,0.0,7.42106339933169,Neighboring states
1874,9.0,4,1.0,6.124225389103239,Main state
1875,9.0,10,1.0,4.761191751506806,Main state
1876,9.0,8,1.0,16.4724047107263,Main state
1877,9.0,7,1.0,22.219953444684958,Main state
1878,9.0,10,1.0,4.761191751506806,Main state
1879,9.0,6,0.0,11.27899557998071,Main state
1880,9.0,10,0.0,4.761191751506806,Main state
1881,9.0,6,1.0,11.27899557998071,Main state
1882,9.0,10,1.0,4.761191751506806,Neighboring states
1883,9.0,3,0.0,8.911474872840108,Main state
1884,9.0,4,1.0,6.124225389103239,Main state
1885,9.0,5,0.0,7.193072651958057,Main state
1886,9.0,2,1.0,7.42106339933169,Main state
1887,9.0,4,1.0,6.124225389103239,Neighboring states
1888,9.0,4,1.0,6.124225389103239,Main state
1889,9.0,3,1.0,8.911474872840108,Main state
1890,9.0,4,0.0,6.124225389103239,Main state
1891,9.0,7,1.0,22.219953444684958,Main state
1892,9.0,3,1.0,8.911474872840108,Main state
1893,9.0,7,1.0,22.219953444684958,Main state
1894,9.0,5,1.0,7.193072651958057,Main state
1895,9.0,3,1.0,8.911474872840108,Main state
1896,9.0,4,1.0,6.124225389103239,Main state
1897,9.0,3,1.0,8.911474872840108,Neighboring states
1898,9.0,10,1.0,4.761191751506806,Main state
1899,9.0,4,1.0,6.124225389103239,Main state
1900,9.0,10,1.0,4.761191751506806,Main state
1901,9.0,11,1.0,48.00270553752956,Main state
1902,9.0,10,1.0,4.761191751506806,Main state
1903,9.0,10,1.0,4.761191751506806,Main state
1904,9.0,3,0.0,8.911474872840108,Main state
1905,9.0,2,1.0,7.42106339933169,Main state
1906,9.0,2,1.0,7.42106339933169,Main state
1907,9.0,4,0.0,6.124225389103239,Main state
1908,9.0,4,0.0,6.124225389103239,Main state
1909,9.0,6,0.0,11.27899557998071,Main state
1910,9.0,3,1.0,8.911474872840108,Main state
1911,9.0,10,1.0,4.761191751506806,Main state
1912,9.0,2,1.0,7.42106339933169,Main state
1913,9.0,2,1.0,7.42106339933169,Main state
1914,9.0,10,1.0,4.761191751506806,Main state
1915,9.0,5,1.0,7.193072651958057,Main state
1916,9.0,6,1.0,11.27899557998071,Main state
1917,9.0,7,1.0,22.219953444684958,Main state
1918,9.0,10,1.0,4.761191751506806,Main state
1919,9.0,3,1.0,8.911474872840108,Main state
1920,9.0,3,1.0,8.911474872840108,Main state
1921,9.0,4,1.0,6.124225389103239,Main state
1922,9.0,8,1.0,16.4724047107263,Main state
1923,9.0,6,1.0,11.27899557998071,Main state
1924,9.0,3,1.0,8.911474872840108,Main state
1925,9.0,2,1.0,7.42106339933169,Main state
1926,9.0,4,0.0,6.124225389103239,Main state
1927,9.0,10,0.0,4.761191751506806,Main state
1928,9.0,10,0.0,4.761191751506806,Main state
1929,9.0,4,1.0,6.124225389103239,Main state
1930,9.0,4,1.0,6.124225389103239,Main state
1931,9.0,5,0.0,7.193072651958057,Main state
1932,9.0,5,1.0,7.193072651958057,Neighboring states
1933,9.0,8,0.0,16.4724047107263,Main state
1934,9.0,7,1.0,22.219953444684958,Main state
1935,9.0,1,1.0,64.56286998826587,Main state
1936,9.0,10,0.0,4.761191751506806,Main state
1937,9.0,2,1.0,7.42106339933169,Neighboring states
1938,9.0,4,0.0,6.124225389103239,Main state
1939,9.0,3,1.0,8.911474872840108,Main state
1940,9.0,4,1.0,6.124225389103239,Neighboring states
1941,9.0,4,1.0,6.124225389103239,Main state
1942,9.0,1,1.0,64.56286998826587,Main state
1943,9.0,7,1.0,22.219953444684958,Main state
1944,9.0,5,1.0,7.193072651958057,Main state
1945,9.0,5,1.0,7.193072651958057,Main state
1946,9.0,3,1.0,8.911474872840108,Main state
1947,9.0,5,1.0,7.193072651958057,Main state
1948,9.0,4,1.0,6.124225389103239,Main state
1949,9.0,6,0.0,11.27899557998071,Main state
1950,9.0,3,1.0,8.911474872840108,Main state
1951,9.0,6,1.0,11.27899557998071,Main state
1952,9.0,10,0.0,4.761191751506806,Neighboring states
1953,9.0,4,0.0,6.124225389103239,Main state
1954,9.0,6,0.0,11.27899557998071,Main state
1955,9.0,6,1.0,11.27899557998071,Main state
1956,9.0,10,1.0,4.761191751506806,Main state
1957,9.0,10,1.0,4.761191751506806,Main state
1958,9.0,2,1.0,7.42106339933169,Main state
1959,9.0,3,0.0,8.911474872840108,Main state
1960,9.0,10,1.0,4.761191751506806,Main state
1961,9.0,2,0.0,7.42106339933169,Main state
1962,9.0,3,1.0,8.911474872840108,Main state
1963,9.0,10,1.0,4.761191751506806,Main state
1964,9.0,8,0.0,16.4724047107263,Main state
1965,9.0,2,1.0,7.42106339933169,Main state
1966,9.0,4,1.0,6.124225389103239,Neighboring states
1967,9.0,2,1.0,7.42106339933169,Main state
1968,9.0,4,0.0,6.124225389103239,Main state
1969,9.0,6,0.0,11.27899557998071,Main state
1970,9.0,8,1.0,16.4724047107263,Main state
1971,9.0,7,0.0,22.219953444684958,Main state
1972,9.0,3,0.0,8.911474872840108,Main state
1973,9.0,10,1.0,4.761191751506806,Main state
1974,10.0,9,1.0,100.0,Neighboring states
1975,10.0,7,1.0,18.814841000261293,Neighboring states
1976,10.0,2,1.0,4.171764296935972,Neighboring states
1977,10.0,5,1.0,6.639727717737675,Neighboring states
1978,10.0,11,0.0,24.736299709020372,Neighboring states
1979,10.0,1,1.0,46.382495026996324,Neighboring states
1980,10.0,4,1.0,17.75816173323953,Neighboring states
1981,10.0,8,1.0,28.342546233322725,Neighboring states
1982,10.0,10,1.0,3.821441309120311,Neighboring states
1983,10.0,3,1.0,11.712981014187335,Neighboring states
1984,10.0,5,0.0,6.639727717737675,Neighboring states
1985,10.0,1,0.0,46.382495026996324,Neighboring states
1986,10.0,4,1.0,17.75816173323953,Neighboring states
1987,10.0,2,1.0,4.171764296935972,Neighboring states
1988,10.0,2,1.0,4.171764296935972,Neighboring states
1989,10.0,10,0.0,3.821441309120311,Neighboring states
1990,10.0,4,1.0,17.75816173323953,Neighboring states
1991,10.0,2,0.0,4.171764296935972,Neighboring states
1992,10.0,2,1.0,4.171764296935972,Neighboring states
1993,10.0,4,1.0,17.75816173323953,Neighboring states
1994,10.0,4,1.0,17.75816173323953,Neighboring states
1995,10.0,2,1.0,4.171764296935972,Neighboring states
1996,10.0,2,0.0,4.171764296935972,Neighboring states
1997,10.0,7,0.0,18.814841000261293,Neighboring states
1998,10.0,5,1.0,6.639727717737675,Neighboring states
1999,10.0,6,1.0,21.787746784075896,Neighboring states
2000,10.0,10,0.0,3.821441309120311,Neighboring states
2001,10.0,3,0.0,11.712981014187335,Neighboring states
2002,10.0,2,1.0,4.171764296935972,Neighboring states
2003,10.0,5,1.0,6.639727717737675,Neighboring states
2004,10.0,6,1.0,21.787746784075896,Neighboring states
2005,10.0,3,0.0,11.712981014187335,Main state
2006,10.0,2,0.0,4.171764296935972,Neighboring states
2007,10.0,4,1.0,17.75816173323953,Neighboring states
2008,10.0,2,1.0,4.171764296935972,Neighboring states
2009,10.0,10,1.0,3.821441309120311,Neighboring states
2010,10.0,5,1.0,6.639727717737675,Neighboring states
2011,10.0,3,1.0,11.712981014187335,Neighboring states
2012,10.0,5,1.0,6.639727717737675,Neighboring states
2013,10.0,2,0.0,4.171764296935972,Neighboring states
2014,10.0,10,1.0,3.821441309120311,Neighboring states
2015,10.0,2,1.0,4.171764296935972,Neighboring states
2016,10.0,5,1.0,6.639727717737675,Main state
2017,10.0,10,1.0,3.821441309120311,Main state
2018,10.0,7,1.0,18.814841000261293,Neighboring states
2019,10.0,6,1.0,21.787746784075896,Neighboring states
2020,10.0,3,1.0,11.712981014187335,Neighboring states
2021,10.0,2,0.0,4.171764296935972,Neighboring states
2022,10.0,11,0.0,24.736299709020372,Neighboring states
2023,10.0,8,0.0,28.342546233322725,Neighboring states
2024,10.0,8,1.0,28.342546233322725,Neighboring states
2025,10.0,2,1.0,4.171764296935972,Neighboring states
2026,10.0,10,1.0,3.821441309120311,Neighboring states
2027,10.0,11,1.0,24.736299709020372,Neighboring states
2028,10.0,4,1.0,17.75816173323953,Neighboring states
2029,10.0,2,1.0,4.171764296935972,Neighboring states
2030,10.0,5,0.0,6.639727717737675,Neighboring states
2031,10.0,3,0.0,11.712981014187335,Neighboring states
2032,10.0,11,1.0,24.736299709020372,Main state
2033,10.0,5,1.0,6.639727717737675,Neighboring states
2034,10.0,2,1.0,4.171764296935972,Neighboring states
2035,10.0,2,1.0,4.171764296935972,Neighboring states
2036,10.0,5,1.0,6.639727717737675,Main state
2037,10.0,2,1.0,4.171764296935972,Neighboring states
2038,10.0,2,1.0,4.171764296935972,Main state
2039,10.0,7,1.0,18.814841000261293,Neighboring states
2040,10.0,2,0.0,4.171764296935972,Neighboring states
2041,10.0,4,1.0,17.75816173323953,Main state
2042,10.0,3,1.0,11.712981014187335,Neighboring states
2043,10.0,6,1.0,21.787746784075896,Neighboring states
2044,10.0,2,1.0,4.171764296935972,Neighboring states
2045,10.0,10,0.0,3.821441309120311,Neighboring states
2046,10.0,5,1.0,6.639727717737675,Neighboring states
2047,10.0,6,1.0,21.787746784075896,Main state
2048,10.0,11,1.0,24.736299709020372,Main state
2049,10.0,7,0.0,18.814841000261293,Main state
2050,10.0,10,1.0,3.821441309120311,Main state
2051,10.0,5,1.0,6.639727717737675,Main state
2052,10.0,6,0.0,21.787746784075896,Main state
2053,10.0,7,1.0,18.814841000261293,Main state
2054,10.0,2,1.0,4.171764296935972,Main state
2055,10.0,10,0.0,3.821441309120311,Neighboring states
2056,10.0,3,0.0,11.712981014187335,Neighboring states
2057,10.0,7,0.0,18.814841000261293,Neighboring states
2058,10.0,7,1.0,18.814841000261293,Neighboring states
2059,10.0,5,0.0,6.639727717737675,Neighboring states
2060,10.0,10,1.0,3.821441309120311,Main state
2061,10.0,10,1.0,3.821441309120311,Neighboring states
2062,10.0,2,1.0,4.171764296935972,Neighboring states
2063,10.0,10,1.0,3.821441309120311,Neighboring states
2064,10.0,7,1.0,18.814841000261293,Neighboring states
2065,10.0,2,1.0,4.171764296935972,Neighboring states
2066,10.0,10,0.0,3.821441309120311,Neighboring states
2067,10.0,11,1.0,24.736299709020372,Main state
2068,10.0,2,1.0,4.171764296935972,Main state
2069,10.0,2,1.0,4.171764296935972,Neighboring states
2070,10.0,11,0.0,24.736299709020372,Neighboring states
2071,10.0,2,1.0,4.171764296935972,Neighboring states
2072,10.0,10,0.0,3.821441309120311,Main state
2073,10.0,5,0.0,6.639727717737675,Neighboring states
2074,10.0,5,1.0,6.639727717737675,Neighboring states
2075,10.0,7,1.0,18.814841000261293,Neighboring states
2076,10.0,2,1.0,4.171764296935972,Main state
2077,10.0,5,0.0,6.639727717737675,Neighboring states
2078,10.0,4,1.0,17.75816173323953,Main state
2079,10.0,2,1.0,4.171764296935972,Main state
2080,10.0,5,0.0,6.639727717737675,Main state
2081,10.0,7,1.0,18.814841000261293,Main state
2082,10.0,2,0.0,4.171764296935972,Main state
2083,10.0,10,0.0,3.821441309120311,Main state
2084,10.0,6,1.0,21.787746784075896,Main state
2085,10.0,10,1.0,3.821441309120311,Main state
2086,10.0,10,1.0,3.821441309120311,Main state
2087,10.0,7,0.0,18.814841000261293,Main state
2088,10.0,6,0.0,21.787746784075896,Main state
2089,10.0,7,0.0,18.814841000261293,Main state
2090,10.0,5,0.0,6.639727717737675,Neighboring states
2091,10.0,5,1.0,6.639727717737675,Main state
2092,10.0,4,1.0,17.75816173323953,Main state
2093,10.0,10,0.0,3.821441309120311,Main state
2094,10.0,10,1.0,3.821441309120311,Main state
2095,10.0,2,1.0,4.171764296935972,Neighboring states
2096,10.0,4,1.0,17.75816173323953,Main state
2097,10.0,2,0.0,4.171764296935972,Neighboring states
2098,10.0,5,1.0,6.639727717737675,Main state
2099,10.0,4,1.0,17.75816173323953,Main state
2100,10.0,9,0.0,100.0,Main state
2101,10.0,10,0.0,3.821441309120311,Main state
2102,10.0,5,0.0,6.639727717737675,Main state
2103,10.0,5,1.0,6.639727717737675,Main state
2104,10.0,3,1.0,11.712981014187335,Main state
2105,10.0,2,1.0,4.171764296935972,Main state
2106,10.0,2,0.0,4.171764296935972,Main state
2107,10.0,5,0.0,6.639727717737675,Main state
2108,10.0,5,1.0,6.639727717737675,Main state
2109,10.0,2,0.0,4.171764296935972,Main state
2110,10.0,4,1.0,17.75816173323953,Main state
2111,10.0,2,0.0,4.171764296935972,Main state
2112,10.0,6,1.0,21.787746784075896,Main state
2113,10.0,2,0.0,4.171764296935972,Main state
2114,10.0,5,1.0,6.639727717737675,Main state
2115,10.0,2,1.0,4.171764296935972,Main state
2116,10.0,5,1.0,6.639727717737675,Main state
2117,10.0,2,1.0,4.171764296935972,Main state
2118,10.0,5,1.0,6.639727717737675,Main state
2119,10.0,2,0.0,4.171764296935972,Main state
2120,10.0,5,1.0,6.639727717737675,Main state
2121,10.0,3,1.0,11.712981014187335,Main state
2122,10.0,11,1.0,24.736299709020372,Main state
2123,10.0,4,0.0,17.75816173323953,Main state
2124,10.0,4,1.0,17.75816173323953,Main state
2125,10.0,10,0.0,3.821441309120311,Main state
2126,10.0,5,1.0,6.639727717737675,Main state
2127,10.0,5,1.0,6.639727717737675,Main state
2128,10.0,8,1.0,28.342546233322725,Main state
2129,10.0,3,0.0,11.712981014187335,Main state
2130,10.0,11,0.0,24.736299709020372,Main state
2131,10.0,1,1.0,46.382495026996324,Main state
2132,10.0,5,1.0,6.639727717737675,Main state
2133,10.0,5,1.0,6.639727717737675,Main state
2134,10.0,10,1.0,3.821441309120311,Main state
2135,10.0,10,1.0,3.821441309120311,Main state
2136,10.0,3,1.0,11.712981014187335,Main state
2137,10.0,5,1.0,6.639727717737675,Main state
2138,10.0,7,1.0,18.814841000261293,Main state
2139,10.0,8,1.0,28.342546233322725,Main state
2140,10.0,5,1.0,6.639727717737675,Main state
2141,10.0,10,1.0,3.821441309120311,Main state
2142,10.0,10,1.0,3.821441309120311,Main state
2143,10.0,2,1.0,4.171764296935972,Main state
2144,10.0,9,0.0,100.0,Main state
2145,10.0,5,0.0,6.639727717737675,Main state
2146,10.0,8,1.0,28.342546233322725,Main state
2147,10.0,2,1.0,4.171764296935972,Main state
2148,10.0,7,0.0,18.814841000261293,Main state
2149,10.0,4,1.0,17.75816173323953,Main state
2150,10.0,11,0.0,24.736299709020372,Main state
2151,10.0,4,1.0,17.75816173323953,Main state
2152,10.0,3,0.0,11.712981014187335,Main state
2153,10.0,2,1.0,4.171764296935972,Main state
2154,10.0,4,1.0,17.75816173323953,Main state
2155,10.0,5,1.0,6.639727717737675,Main state
2156,10.0,10,0.0,3.821441309120311,Main state
2157,10.0,2,1.0,4.171764296935972,Main state
2158,10.0,5,1.0,6.639727717737675,Main state
2159,10.0,2,1.0,4.171764296935972,Main state
2160,10.0,5,0.0,6.639727717737675,Main state
2161,10.0,10,1.0,3.821441309120311,Main state
2162,10.0,11,0.0,24.736299709020372,Main state
2163,10.0,6,1.0,21.787746784075896,Main state
2164,10.0,10,1.0,3.821441309120311,Main state
2165,10.0,2,0.0,4.171764296935972,Main state
2166,10.0,2,1.0,4.171764296935972,Main state
2167,10.0,2,0.0,4.171764296935972,Main state
2168,10.0,2,0.0,4.171764296935972,Main state
